customer_id,policy_id,vehicle_id,total_premium_paid,total_discount_amount,total_support_cost,total_claim_cost,estimated_customer_ltv,estimated_net_value,profitability_segment
CUST00033,POL00038,VEH00039,36.55,6.510000000000005,0.0,0.0,36.55,36.55,low
CUST00034,POL00039,VEH00040,452.88,75.91999999999996,205.36,2873.29,452.88,-2625.77,negative
CUST00035,POL00040,VEH00041,1084.56,269.04,106.29,241.04,1084.56,737.23,medium
CUST00036,POL00041,VEH00042,724.08,99.36000000000001,47.78,0.0,724.08,676.3000000000001,medium
CUST00037,POL00042,VEH00043,552.08,69.51999999999998,93.99,0.0,855.724,458.09000000000003,low
CUST00038,POL00043,VEH00044,356.2,43.800000000000026,137.02,0.0,356.2,219.17999999999998,low
CUST00038,POL00044,VEH00045,431.3,134.0,118.18,0.0,431.3,313.12,low
CUST00039,POL00045,VEH00046,895.4000000000001,192.71999999999997,0.0,0.0,895.4000000000001,895.4000000000001,medium
CUST00040,POL00046,VEH00047,418.32,54.18000000000001,97.74000000000001,0.0,418.32,320.58,low
CUST00041,POL00047,VEH00048,1893.408,0.0,137.0,0.0,1893.408,1756.408,medium
CUST00042,POL00048,VEH00049,662.86,80.96000000000006,77.79,0.0,662.86,585.07,medium
CUST00043,POL00049,VEH00050,499.6,66.25,64.96000000000001,0.0,499.6,434.64,low
CUST00043,POL00050,VEH00051,70.02,7.329999999999998,142.57,0.0,70.02,-72.55,negative
CUST00044,POL00051,VEH00052,481.15000000000003,141.8,116.44999999999999,0.0,745.7825,364.70000000000005,low
CUST00045,POL00052,VEH00053,58.14,5.009999999999998,105.81,0.0,58.14,-47.67,negative
CUST00046,POL00053,VEH00054,176.35000000000002,24.849999999999994,179.85,0.0,176.35000000000002,-3.4999999999999716,negative
CUST00047,POL00054,VEH00055,528.84,95.09999999999997,160.8,0.0,528.84,368.04,low
CUST00048,POL00055,VEH00056,689.28,102.48000000000008,20.05,0.0,689.28,669.23,medium
CUST00049,POL00056,VEH00057,204.35,12.750000000000021,68.19,0.0,204.35,136.16,low
CUST00050,POL00057,VEH00058,186.88,25.039999999999992,108.59,0.0,186.88,78.28999999999999,low
CUST00050,POL00058,VEH00059,172.12,37.47999999999999,149.28,0.0,266.786,22.840000000000003,low
CUST00051,POL00059,VEH00060,278.09999999999997,8.60000000000003,133.0,12077.81,431.05499999999995,-11932.71,negative
CUST00052,POL00060,VEH00061,540.3199999999999,52.25,156.14,0.0,540.3199999999999,384.17999999999995,low
CUST00053,POL00061,VEH00062,415.08000000000004,64.91999999999996,93.4,0.0,643.3740000000001,321.68000000000006,low
CUST00054,POL00062,VEH00063,433.72,57.819999999999986,257.31,0.0,433.72,176.41000000000003,low
CUST00055,POL00063,VEH00064,354.85999999999996,85.14000000000001,155.68,0.0,354.85999999999996,199.17999999999995,low
CUST00056,POL00064,VEH00065,146.57999999999998,15.840000000000003,38.75,0.0,146.57999999999998,107.82999999999998,low
CUST00057,POL00065,VEH00066,225.89999999999998,14.100000000000009,0.0,0.0,225.89999999999998,225.89999999999998,low
CUST00058,POL00066,VEH00067,676.6800000000001,176.04000000000002,87.06,0.0,676.6800000000001,589.6200000000001,medium
CUST00059,POL00067,VEH00068,471.03000000000003,92.04999999999994,52.97,0.0,471.03000000000003,418.06000000000006,low
CUST00060,POL00068,VEH00069,423.68,111.35999999999996,0.0,0.0,423.68,423.68,low
CUST00060,POL00069,VEH00070,195.92,31.560000000000002,0.0,0.0,195.92,195.92,low
CUST00061,POL00070,VEH00071,519.72,38.039999999999935,0.0,0.0,805.566,519.72,medium
CUST00062,POL00071,VEH00072,201.85,40.80000000000002,132.14,597.31,201.85,-527.5999999999999,negative
CUST00063,POL00072,VEH00073,1120.68,134.4600000000001,190.53,0.0,1737.054,930.1500000000001,medium
CUST00064,POL00073,VEH00074,589.6,122.76000000000005,0.0,0.0,913.8800000000001,589.6,medium
CUST00065,POL00074,VEH00075,192.96,40.19999999999999,42.66,0.0,192.96,150.3,low
CUST00066,POL00075,VEH00076,366.6,57.96000000000002,200.70999999999998,0.0,366.6,165.89000000000004,low
CUST00067,POL00076,VEH00077,142.12,17.879999999999995,77.12,0.0,220.286,65.0,low
CUST00068,POL00077,VEH00078,503.70000000000005,34.860000000000014,59.209999999999994,0.0,780.7350000000001,444.49000000000007,low
CUST00069,POL00078,VEH00079,773.6999999999999,144.18,129.17,0.0,773.6999999999999,644.53,medium
CUST00070,POL00079,VEH00080,49.25,3.240000000000002,190.42000000000002,0.0,49.25,-141.17000000000002,negative
CUST00071,POL00080,VEH00081,378.04,81.35999999999996,113.00999999999999,0.0,378.04,265.03000000000003,low
CUST00072,POL00081,VEH00082,778.96,237.27999999999997,25.18,0.0,778.96,753.7800000000001,medium
CUST00073,POL00082,VEH00083,52.5,5.530000000000001,74.82,0.0,52.5,-22.319999999999993,negative
CUST00074,POL00083,VEH00084,227.07999999999998,73.78,162.65,0.0,227.07999999999998,64.42999999999998,low
CUST00075,POL00084,VEH00085,307.51,25.480000000000004,109.44,0.0,476.6405,198.07,low
CUST00076,POL00085,VEH00086,205.14,28.14000000000003,133.0,0.0,205.14,72.13999999999999,low
CUST00077,POL00086,VEH00087,413.04,66.95999999999998,181.77,0.0,413.04,231.27,low
CUST00079,POL00087,VEH00089,383.9,45.49999999999997,166.51000000000002,0.0,383.9,217.38999999999996,low
CUST00080,POL00088,VEH00090,542.57,41.230000000000004,152.16,760.1,840.9835,-369.68999999999994,negative
CUST00081,POL00089,VEH00091,517.6,126.55999999999995,24.36,0.0,517.6,493.24,low
CUST00082,POL00090,VEH00092,605.4,7.199999999999989,84.54,0.0,605.4,520.86,medium
CUST00083,POL00091,VEH00093,844.3679999999999,0.0,22.74,350.34,844.3679999999999,471.28799999999995,low
CUST00084,POL00092,VEH00094,108.93,18.090000000000003,163.28,0.0,168.84150000000002,-54.349999999999994,negative
CUST00085,POL00093,VEH00095,599.49,91.43999999999997,71.66,0.0,929.2095,527.83,medium
CUST00086,POL00094,VEH00096,116.88,11.400000000000006,195.79,0.0,116.88,-78.91,negative
CUST00087,POL00095,VEH00097,472.32,77.63999999999999,0.0,0.0,472.32,472.32,low
CUST00088,POL00096,VEH00098,472.5,56.34999999999998,21.22,0.0,472.5,451.28,low
CUST00089,POL00097,VEH00099,64.41,1.9500000000000028,22.79,0.0,64.41,41.62,low
CUST00090,POL00098,VEH00100,486.59999999999997,19.319999999999993,116.87,0.0,486.59999999999997,369.72999999999996,low
CUST00091,POL00099,VEH00101,1007.49,86.12999999999998,108.38,0.0,1007.49,899.11,medium
CUST00092,POL00100,VEH00102,732.5999999999999,65.78000000000004,18.45,0.0,1135.53,714.1499999999999,medium
CUST00093,POL00101,VEH00103,474.21,88.33000000000001,102.51,0.0,735.0255,371.7,low
CUST00094,POL00102,VEH00104,387.78,68.76000000000005,68.55,0.0,387.78,319.22999999999996,low
CUST00095,POL00103,VEH00105,136.84,23.159999999999997,65.75,0.0,136.84,71.09,low
CUST00096,POL00104,VEH00106,418.5,110.85000000000001,214.61,0.0,418.5,203.89,low
CUST00097,POL00105,VEH00107,236.94,73.61999999999998,19.68,0.0,236.94,217.26,low
CUST00098,POL00106,VEH00108,447.59999999999997,73.2,25.42,0.0,447.59999999999997,422.17999999999995,low
CUST00099,POL00107,VEH00109,667.36,106.0,24.4,0.0,667.36,642.96,medium
CUST00100,POL00108,VEH00110,143.37,8.010000000000005,85.08,0.0,222.2235,58.290000000000006,low
CUST00101,POL00109,VEH00111,1518.22,99.99000000000004,124.9,0.0,1518.22,1393.32,medium
CUST00102,POL00110,VEH00112,333.62,38.5,101.94999999999999,0.0,333.62,231.67000000000002,low
CUST00103,POL00111,VEH00113,247.04999999999998,42.80000000000001,109.89,0.0,247.04999999999998,137.15999999999997,low
CUST00104,POL00112,VEH00114,848.26,62.09000000000003,0.0,0.0,1314.803,848.26,medium
CUST00105,POL00113,VEH00115,632.28,79.52999999999997,133.04999999999998,0.0,632.28,499.23,low
CUST00106,POL00114,VEH00116,629.7,60.900000000000034,0.0,0.0,629.7,629.7,medium
CUST00106,POL00115,VEH00117,365.6,14.479999999999961,38.11,0.0,566.6800000000001,327.49,low
CUST00107,POL00116,VEH00118,338.58,23.639999999999986,67.1,0.0,338.58,271.48,low
CUST00108,POL00117,VEH00119,429.16,95.35999999999996,140.25,0.0,429.16,288.91,low
CUST00108,POL00118,VEH00120,542.6,0.0,45.61,0.0,841.0300000000001,496.99,low
CUST00109,POL00119,VEH00121,571.67,49.280000000000044,0.0,0.0,571.67,571.67,medium
CUST00111,POL00120,VEH00123,399.15,58.10000000000002,46.54,0.0,399.15,352.60999999999996,low
CUST00112,POL00121,VEH00124,663.04,83.44000000000001,151.82,0.0,663.04,511.21999999999997,medium
CUST00113,POL00122,VEH00125,584.8,144.0,38.44,514.92,584.8,31.43999999999994,low
CUST00114,POL00123,VEH00126,898.65,2.6100000000000563,39.14,0.0,1392.9075,859.51,medium
CUST00115,POL00124,VEH00127,643.3,120.40000000000006,99.53,0.0,643.3,543.77,medium
CUST00116,POL00125,VEH00128,574.4200000000001,72.73,68.39,0.0,574.4200000000001,506.0300000000001,medium
CUST00117,POL00126,VEH00129,43.64,1.3200000000000003,32.15,0.0,43.64,11.490000000000002,low
CUST00118,POL00127,VEH00130,457.45,27.10000000000001,53.9,0.0,457.45,403.55,low
CUST00120,POL00128,VEH00132,876.15,103.77000000000001,0.0,0.0,876.15,876.15,medium
CUST00121,POL00129,VEH00133,103.56,16.43999999999999,196.31,20364.95,103.56,-20457.7,negative
CUST00122,POL00130,VEH00134,1023.55,168.29999999999995,0.0,0.0,1023.55,1023.55,medium
CUST00122,POL00131,VEH00135,211.28,32.72,129.72,0.0,211.28,81.56,low
CUST00123,POL00132,VEH00136,480.78000000000003,93.95999999999998,213.5,0.0,480.78000000000003,267.28000000000003,low
CUST00124,POL00133,VEH00137,256.2,30.309999999999988,47.870000000000005,0.0,256.2,208.32999999999998,low
CUST00125,POL00134,VEH00138,793.56,105.24000000000012,101.19,0.0,793.56,692.3699999999999,medium
CUST00126,POL00135,VEH00139,333.40000000000003,33.699999999999974,136.35,0.0,333.40000000000003,197.05000000000004,low
CUST00127,POL00136,VEH00140,425.28,85.36000000000001,213.01999999999998,0.0,425.28,212.26,low
CUST00128,POL00137,VEH00141,852.93,61.83000000000004,56.31,0.0,852.93,796.6199999999999,medium
CUST00129,POL00138,VEH00142,440.55,32.219999999999985,106.94,3182.75,440.55,-2849.14,negative
CUST00130,POL00139,VEH00143,278.5,36.29999999999999,44.26,364.66,278.5,-130.42000000000002,negative
CUST00131,POL00140,VEH00144,133.22,23.060000000000002,12.35,0.0,133.22,120.87,low
CUST00131,POL00141,VEH00145,208.92,41.72,108.0,0.0,208.92,100.91999999999999,low
CUST00132,POL00142,VEH00146,1156.6,60.900000000000034,179.8,0.0,1792.73,976.8,medium
CUST00133,POL00143,VEH00147,438.66,66.6,14.4,0.0,679.923,424.26000000000005,low
CUST00134,POL00144,VEH00148,865.44,133.32,0.0,0.0,865.44,865.44,medium
CUST00135,POL00145,VEH00149,329.20000000000005,70.79999999999998,131.53,0.0,329.20000000000005,197.67000000000004,low
CUST00136,POL00146,VEH00150,865.1500000000001,106.25999999999996,200.25,0.0,865.1500000000001,664.9000000000001,medium
CUST00136,POL00147,VEH00151,187.52,8.039999999999992,21.06,0.0,187.52,166.46,low
CUST00137,POL00148,VEH00152,204.71999999999997,35.280000000000015,39.41,0.0,204.71999999999997,165.30999999999997,low
CUST00138,POL00149,VEH00153,1360.0,49.7999999999999,0.0,0.0,1360.0,1360.0,medium
CUST00138,POL00150,VEH00154,726.66,59.13000000000007,43.24,527.25,726.66,156.16999999999996,low
CUST00139,POL00151,VEH00155,234.84999999999997,45.15000000000002,21.95,0.0,234.84999999999997,212.89999999999998,low
CUST00140,POL00152,VEH00156,225.0,14.039999999999992,47.57,0.0,225.0,177.43,low
CUST00141,POL00153,VEH00157,1175.2,132.30000000000004,140.6,0.0,1175.2,1034.6000000000001,medium
CUST00142,POL00154,VEH00158,469.08,118.17000000000002,150.03,1169.18,469.08,-850.1300000000001,negative
CUST00143,POL00155,VEH00159,615.12,68.40000000000003,0.0,0.0,615.12,615.12,medium
CUST00144,POL00156,VEH00160,618.87,20.720000000000056,0.0,0.0,959.2485,618.87,medium
CUST00145,POL00157,VEH00161,272.65,74.24999999999997,137.0,0.0,422.60749999999996,135.64999999999998,low
CUST00146,POL00158,VEH00162,209.96,26.28,173.6,0.0,209.96,36.360000000000014,low
CUST00147,POL00159,VEH00163,696.4100000000001,221.32000000000005,237.23,0.0,696.4100000000001,459.18000000000006,low
CUST00147,POL00160,VEH00164,168.22,37.80000000000001,58.82000000000001,0.0,168.22,109.39999999999999,low
CUST00148,POL00161,VEH00165,362.61,26.550000000000026,124.94,0.0,362.61,237.67000000000002,low
CUST00149,POL00162,VEH00166,211.14,42.66,34.36,0.0,211.14,176.77999999999997,low
CUST00150,POL00163,VEH00167,724.0999999999999,108.8000000000001,0.0,0.0,1122.3549999999998,724.0999999999999,medium
CUST00151,POL00164,VEH00168,290.4,71.82,51.64,0.0,290.4,238.76,low
CUST00152,POL00165,VEH00169,393.0,36.60000000000004,16.4,0.0,393.0,376.6,low
CUST00153,POL00166,VEH00170,106.59,13.409999999999997,16.34,0.0,165.21450000000002,90.25,low
CUST00154,POL00167,VEH00171,326.24,75.36000000000001,148.25,0.0,326.24,177.99,low
CUST00155,POL00168,VEH00172,430.24,99.03999999999996,147.18,0.0,430.24,283.06,low
CUST00156,POL00169,VEH00173,593.12,75.46,39.92,3768.88,593.12,-3215.6800000000003,negative
CUST00157,POL00170,VEH00174,253.92000000000002,59.760000000000005,0.0,0.0,253.92000000000002,253.92000000000002,low
CUST00158,POL00171,VEH00175,286.90000000000003,59.999999999999964,143.04,0.0,286.90000000000003,143.86000000000004,low
CUST00159,POL00172,VEH00176,1247.6399999999999,205.19999999999993,158.99,0.0,1933.8419999999999,1088.6499999999999,medium
CUST00160,POL00173,VEH00177,160.62,23.25,68.02,0.0,160.62,92.60000000000001,low
CUST00161,POL00174,VEH00178,336.8,37.39999999999998,59.66,0.0,336.8,277.14,low
CUST00162,POL00175,VEH00179,614.56,65.20000000000005,78.91,0.0,614.56,535.65,medium
CUST00163,POL00176,VEH00180,594.0,43.00999999999996,0.0,0.0,594.0,594.0,medium
CUST00164,POL00177,VEH00181,697.1800000000001,19.029999999999966,260.78,3352.01,697.1800000000001,-2915.61,negative
CUST00165,POL00178,VEH00182,447.39,123.66000000000003,33.49,0.0,447.39,413.9,low
CUST00166,POL00179,VEH00183,406.86,52.68000000000001,82.54,0.0,406.86,324.32,low
CUST00167,POL00180,VEH00184,836.28,114.03000000000002,0.0,0.0,836.28,836.28,medium
CUST00168,POL00181,VEH00185,227.99,63.0,49.29,0.0,353.3845,178.70000000000002,low
CUST00169,POL00182,VEH00186,265.44,16.589999999999982,156.99,0.0,411.432,108.44999999999999,low
CUST00170,POL00183,VEH00187,84.04,3.0799999999999983,49.73,0.0,130.262,34.31000000000001,low
CUST00171,POL00184,VEH00188,552.3299999999999,67.04999999999995,215.0,0.0,552.3299999999999,337.3299999999999,low
CUST00172,POL00185,VEH00189,76.6,11.740000000000009,51.599999999999994,0.0,76.6,25.0,low
CUST00173,POL00186,VEH00190,177.09,27.14999999999999,48.650000000000006,0.0,177.09,128.44,low
CUST00174,POL00187,VEH00191,760.77,58.320000000000036,66.26,0.0,760.77,694.51,medium
CUST00175,POL00188,VEH00192,356.706,777.174,292.96,0.0,552.8943,63.74600000000004,low
CUST00176,POL00189,VEH00193,688.3199999999999,56.04000000000002,159.87,0.0,688.3199999999999,528.4499999999999,medium
CUST00177,POL00190,VEH00194,1057.3200000000002,32.66999999999999,90.18,0.0,1057.3200000000002,967.1400000000001,medium
CUST00178,POL00191,VEH00195,264.18,45.35999999999998,148.39999999999998,0.0,264.18,115.78000000000003,low
CUST00179,POL00192,VEH00196,379.72,60.279999999999966,24.4,0.0,379.72,355.32000000000005,low
CUST00180,POL00193,VEH00197,129.58,7.679999999999978,93.32,0.0,129.58,36.26000000000002,low
CUST00181,POL00194,VEH00198,61.67,8.409999999999997,32.24,0.0,61.67,29.43,low
CUST00182,POL00195,VEH00199,495.0,63.35999999999999,24.06,4761.68,495.0,-4290.740000000001,negative
CUST00183,POL00196,VEH00200,197.72,29.24000000000001,0.0,0.0,197.72,197.72,low
CUST00184,POL00197,VEH00201,265.35,49.849999999999994,123.88,0.0,265.35,141.47000000000003,low
CUST00184,POL00198,VEH00202,638.11,97.35000000000002,79.37,0.0,638.11,558.74,medium
CUST00185,POL00199,VEH00203,514.62,69.75000000000006,36.28,0.0,514.62,478.34000000000003,low
CUST00186,POL00200,VEH00204,888.56,67.5200000000001,62.199999999999996,0.0,1377.268,826.3599999999999,medium
CUST00187,POL00201,VEH00205,360.0,0.0,15.77,0.0,360.0,344.23,low
CUST00188,POL00202,VEH00206,213.93,23.760000000000005,0.0,0.0,213.93,213.93,low
CUST00189,POL00203,VEH00207,229.07999999999998,17.39999999999999,27.59,0.0,355.074,201.48999999999998,low
CUST00190,POL00204,VEH00208,312.06,16.62000000000002,97.16,0.0,312.06,214.9,low
CUST00191,POL00205,VEH00209,724.77,101.07000000000004,121.35,3274.1,724.77,-2670.68,negative
CUST00192,POL00206,VEH00210,355.3,44.69999999999999,53.54,0.0,355.3,301.76,low
CUST00193,POL00207,VEH00211,428.0,70.7,130.27,0.0,428.0,297.73,low
CUST00193,POL00208,VEH00212,700.47,70.29000000000002,333.83,0.0,1085.7285000000002,366.64000000000004,low
CUST00194,POL00209,VEH00213,534.6,96.49999999999999,46.14,0.0,534.6,488.46000000000004,low
CUST00194,POL00210,VEH00214,236.21999999999997,36.60000000000001,136.37,0.0,236.21999999999997,99.84999999999997,low
CUST00195,POL00211,VEH00215,222.36,20.760000000000005,34.98,0.0,222.36,187.38000000000002,low
CUST00196,POL00212,VEH00216,51.15,8.82,280.14,0.0,79.2825,-228.98999999999998,negative
CUST00197,POL00213,VEH00217,523.968,0.0,230.37,812.6,523.968,-519.0020000000001,negative
CUST00198,POL00214,VEH00218,431.16,57.47999999999996,0.0,0.0,431.16,431.16,low
CUST00199,POL00215,VEH00219,422.28,2.5200000000000102,35.16,1931.2,422.28,-1544.08,negative
CUST00199,POL00216,VEH00220,385.4,62.10000000000001,153.8,0.0,385.4,231.59999999999997,low
CUST00200,POL00217,VEH00221,312.3,23.749999999999964,122.35,0.0,312.3,189.95000000000002,low
CUST00201,POL00218,VEH00222,296.82,41.58,64.31,0.0,296.82,232.51,low
CUST00202,POL00219,VEH00223,644.49,66.99000000000004,49.040000000000006,0.0,644.49,595.45,medium
CUST00203,POL00220,VEH00224,587.7,35.21999999999994,117.04,0.0,587.7,470.66,low
CUST00204,POL00221,VEH00225,415.14,47.610000000000014,107.31,477.54,415.14,-169.71000000000004,negative
CUST00204,POL00222,VEH00226,77.18,12.809999999999988,113.94,2263.31,77.18,-2300.0699999999997,negative
CUST00204,POL00223,VEH00227,599.0,100.30000000000008,86.31,0.0,599.0,512.69,medium
CUST00205,POL00224,VEH00228,709.86,46.73999999999995,22.9,602.9,709.86,84.06000000000006,low
CUST00206,POL00225,VEH00229,371.9,44.00000000000006,0.0,0.0,371.9,371.9,low
CUST00207,POL00226,VEH00230,1040.28,82.55999999999995,22.83,0.0,1612.434,1017.4499999999999,medium
CUST00208,POL00227,VEH00231,432.59999999999997,29.340000000000003,0.0,0.0,432.59999999999997,432.59999999999997,low
CUST00209,POL00228,VEH00232,579.76,84.79999999999995,0.0,0.0,579.76,579.76,medium
CUST00210,POL00229,VEH00233,114.64,18.220000000000013,144.32,0.0,114.64,-29.679999999999993,negative
CUST00211,POL00230,VEH00234,239.96,40.03999999999999,90.92,0.0,239.96,149.04000000000002,low
CUST00212,POL00231,VEH00235,471.04,74.80000000000001,204.16,0.0,730.1120000000001,266.88,low
CUST00213,POL00232,VEH00236,511.3,60.59999999999995,51.58,0.0,511.3,459.72,low
CUST00214,POL00233,VEH00237,131.46,28.28,28.5,0.0,131.46,102.96000000000001,low
CUST00215,POL00234,VEH00238,342.3,22.539999999999992,0.0,495.35,342.3,-153.05,negative
CUST00216,POL00235,VEH00239,155.76,4.240000000000009,96.14,0.0,155.76,59.61999999999999,low
CUST00217,POL00236,VEH00240,967.56,117.37000000000002,20.5,0.0,967.56,947.06,medium
CUST00218,POL00237,VEH00241,411.29,28.709999999999994,68.79,616.56,411.29,-274.05999999999995,negative
CUST00219,POL00238,VEH00242,636.5999999999999,103.6,199.77,0.0,636.5999999999999,436.8299999999999,low
CUST00220,POL00239,VEH00243,153.8,13.259999999999991,165.01,0.0,153.8,-11.20999999999998,negative
CUST00221,POL00240,VEH00244,141.2,18.80000000000001,23.46,692.84,141.2,-575.1,negative
CUST00222,POL00241,VEH00245,95.34,18.39999999999999,60.6,0.0,95.34,34.74,low
CUST00223,POL00242,VEH00246,71.16,8.840000000000003,209.75,0.0,110.298,-138.59,negative
CUST00224,POL00243,VEH00247,788.8799999999999,74.63999999999999,0.0,0.0,788.8799999999999,788.8799999999999,medium
CUST00225,POL00244,VEH00248,263.41,36.88999999999997,69.06,0.0,263.41,194.35000000000002,low
CUST00226,POL00245,VEH00249,562.0500000000001,126.27000000000001,94.62,0.0,871.1775000000001,467.43000000000006,low
CUST00227,POL00246,VEH00250,831.1200000000001,107.63999999999999,91.86,0.0,831.1200000000001,739.2600000000001,medium
CUST00228,POL00247,VEH00251,385.36,56.079999999999984,106.77,0.0,385.36,278.59000000000003,low
CUST00229,POL00248,VEH00252,604.73,62.369999999999976,97.50999999999999,0.0,604.73,507.22,medium
CUST00230,POL00249,VEH00254,210.88,24.960000000000008,223.82999999999998,522.02,210.88,-534.97,negative
CUST00231,POL00250,VEH00255,72.76,5.679999999999993,19.42,0.0,72.76,53.34,low
CUST00232,POL00251,VEH00256,735.6999999999999,71.20000000000005,95.18,0.0,735.6999999999999,640.52,medium
CUST00233,POL00252,VEH00257,40.49,2.4199999999999946,39.32,0.0,62.7595,1.1700000000000017,low
CUST00233,POL00253,VEH00258,55.68,7.850000000000001,282.8,0.0,55.68,-227.12,negative
CUST00234,POL00254,VEH00259,1156.8000000000002,107.87999999999994,20.4,95.14,1793.0400000000004,1041.26,medium
CUST00235,POL00255,VEH00260,448.07000000000005,6.64999999999992,148.93,0.0,448.07000000000005,299.14000000000004,low
CUST00236,POL00256,VEH00261,114.35999999999999,5.640000000000008,68.94999999999999,0.0,177.25799999999998,45.41,low
CUST00237,POL00257,VEH00262,470.4,67.04000000000008,41.79,0.0,470.4,428.60999999999996,low
CUST00238,POL00258,VEH00263,164.2,22.880000000000024,20.4,0.0,164.2,143.79999999999998,low
CUST00239,POL00259,VEH00264,586.8,47.400000000000034,176.65,0.0,586.8,410.15,low
CUST00240,POL00260,VEH00265,867.96,192.8400000000001,44.95,0.0,1345.3380000000002,823.01,medium
CUST00241,POL00261,VEH00266,251.1,43.29999999999998,47.56,0.0,251.1,203.54,low
CUST00242,POL00262,VEH00267,795.6,82.59999999999991,0.0,0.0,795.6,795.6,medium
CUST00243,POL00263,VEH00268,465.64,99.82000000000004,60.61,0.0,721.742,405.03,low
CUST00244,POL00264,VEH00269,379.72,101.27999999999997,200.28,0.0,588.566,179.44000000000003,low
CUST00245,POL00265,VEH00270,424.71,41.35999999999998,118.19999999999999,0.0,424.71,306.51,low
CUST00246,POL00266,VEH00271,758.89,55.550000000000125,88.36,0.0,758.89,670.53,medium
CUST00247,POL00267,VEH00272,357.06,41.760000000000005,28.7,0.0,357.06,328.36,low
CUST00248,POL00268,VEH00273,258.58,21.420000000000016,340.59000000000003,0.0,400.799,-82.01000000000005,negative
CUST00249,POL00269,VEH00274,239.47,40.529999999999994,127.82,0.0,239.47,111.65,low
